::ffff:127.0.0.1 - - [12/Jul/2022:15:49:19 +0000] "GET /documentation HTTP/1.1" 200 328 "-" "Thunder Client (https://www.thunderclient.com)"
::ffff:127.0.0.1 - - [12/Jul/2022:15:49:26 +0000] "GET / HTTP/1.1" 200 18 "-" "Thunder Client (https://www.thunderclient.com)"
::ffff:127.0.0.1 - - [12/Jul/2022:16:15:43 +0000] "GET /api/movies HTTP/1.1" 200 333 "-" "Thunder Client (https://www.thunderclient.com)"
::ffff:127.0.0.1 - - [12/Jul/2022:16:19:54 +0000] "POST /api/movies HTTP/1.1" - - "-" "Thunder Client (https://www.thunderclient.com)"
::ffff:127.0.0.1 - - [12/Jul/2022:16:19:58 +0000] "GET /api/movies HTTP/1.1" 200 333 "-" "Thunder Client (https://www.thunderclient.com)"
::ffff:127.0.0.1 - - [18/Jul/2022:13:34:14 +0000] "POST /api/movies HTTP/1.1" 500 1424 "-" "Thunder Client (https://www.thunderclient.com)"
::ffff:127.0.0.1 - - [18/Jul/2022:13:40:30 +0000] "POST /api/movies HTTP/1.1" 500 63 "-" "Thunder Client (https://www.thunderclient.com)"
::ffff:127.0.0.1 - - [18/Jul/2022:13:41:40 +0000] "POST /api/movies HTTP/1.1" 500 63 "-" "Thunder Client (https://www.thunderclient.com)"
::ffff:127.0.0.1 - - [18/Jul/2022:14:03:46 +0000] "POST /api/movies HTTP/1.1" 500 56 "-" "Thunder Client (https://www.thunderclient.com)"
::ffff:127.0.0.1 - - [18/Jul/2022:14:04:34 +0000] "POST /api/movies HTTP/1.1" 500 59 "-" "Thunder Client (https://www.thunderclient.com)"
::ffff:127.0.0.1 - - [18/Jul/2022:14:05:06 +0000] "POST /api/movies HTTP/1.1" 500 59 "-" "Thunder Client (https://www.thunderclient.com)"
::ffff:127.0.0.1 - - [18/Jul/2022:14:05:08 +0000] "POST /api/movies HTTP/1.1" 500 59 "-" "Thunder Client (https://www.thunderclient.com)"
